70,70
69,70
68,70
67,70
66,70
65,70
64,70
63,70
62,70
61,70
60,70
59,70
58,70
57,70
56,70
55,70
54,70
53,70
52,70
51,70
50,70
49,70
48,70
47,70
46,70
45,70
44,70
43,70
42,70
41,70
40,70
39,70
38,70
37,70
36,70
35,70
34,70
33,70
32,70
31,70
30,70
30,70
30,69
30,68
30,67
30,66
30,65
30,64
30,63
30,62
30,61
30,60
30,59
30,58
30,57
30,56
30,55
30,54
30,53
30,52
30,51
30,50
30,49
30,48
30,47
30,46
30,45
30,44
30,43
30,42
30,41
30,40
30,39
30,38
30,37
30,36
30,35
30,34
30,33
30,32
30,31
30,30
30,29
30,28
30,27
30,26
30,25
30,24
30,23
30,22
30,21
30,20
30,20
31,20
32,20
33,20
34,20
35,20
36,20
37,20
38,20
39,20
40,20
41,20
42,20
43,20
44,20
45,20
46,20
47,20
48,20
49,20
50,20
51,20
52,20
53,20
54,20
55,20
56,20
57,20
58,20
59,20
60,20
61,20
62,20
63,20
64,20
65,20
66,20
67,20
68,20
69,20
70,20
70,20
70,21
70,22
70,23
70,24
70,25
70,26
70,27
70,28
70,29
70,30
70,31
70,32
70,33
70,34
70,35
70,36
70,37
70,38
70,39
70,40
70,41
70,42
70,43
70,44
70,45
70,45
69,45
68,45
67,45
66,45
65,45
64,45
63,45
62,45
61,45
60,45
59,45
58,45
57,45
56,45
55,45
54,45
53,45
52,45
51,45
50,45
---
20,41
20,41
21,41
22,41
23,41
24,41
25,41
26,41
27,41
28,41
29,41
30,41
31,41
32,41
33,41
34,41
35,41
36,41
37,41
38,41
39,41
40,41
41,41
42,41
43,41
44,41
45,41
46,41
47,41
48,41
49,41
50,41
51,41
52,41
53,41
54,41
55,41
56,41
57,41
57,41
58,41
59,41
60,41
61,41
62,41
63,41
64,41
65,41
66,41
67,41
68,41
68,41
68,42
68,43
68,44
68,45
68,46
68,47
68,48
68,49
68,50
68,51
68,52
68,53
68,54
68,55
68,56
68,57
68,58
68,59
68,60
68,61
68,62
68,63
68,64
68,65
68,66
68,67
68,68
68,69
68,70
68,71
68,72
68,73
68,74
68,75
68,76
68,77
68,77
69,76
70,75
71,74
72,73
73,72
74,71
75,70
76,69
77,68
78,67
79,66
80,65
81,64
82,63
83,62
83,62
84,62
85,62
86,62
87,62
88,62
89,62
90,62
91,62
92,62
93,62
93,62
93,61
93,60
93,59
93,58
93,57
93,56
93,55
93,54
93,53
93,52
93,51
93,50
93,49
93,48
93,47
93,46
93,45
93,44
93,43
93,42
93,41
93,40
93,39
93,38
93,37
93,36
93,35
93,34
93,33
93,32
93,32
92,32
91,32
90,32
89,32
88,32
87,32
86,32
85,32
84,32
83,32
82,32
81,32
80,32
79,32
78,32
77,32
76,32
75,32
74,32
73,32
72,32
71,32
70,32
69,32
68,32
67,32
66,32
65,32
64,32
64,32
63,32
62,32
61,32
60,32
59,32
58,32
57,32
56,32
55,32
54,32
53,32
52,32
51,32
50,32
49,32
48,32
47,32
46,32
45,32
44,32
43,32
42,32
41,32
40,32
39,32
38,32
37,32
36,32
35,32
35,32
34,32
33,32
32,32
31,32
30,32
29,32
28,32
27,32
26,32
25,32
24,32
23,32
22,32
21,32
20,32
19,32
18,32
17,32
16,32
15,32
14,32
13,32
12,32
11,32
10,32
9,32
8,32
7,32
6,32
6,32
6,31
6,30
6,29
6,28
6,27
